record_id,transaction_id,transaction_date,transaction_month,fiscal_year,fiscal_quarter,transaction_type,sales_region,country,division,department,sales_manager,product_team,product_category,product_name,customer_segment,customer_id,customer_name,vendor_id,vendor_name,customer_agreement_id,customer_agreement_status,purchase_agreement_id,purchase_agreement_status,approval_level,approval_status,approver_role,approval_pending_days,sales_quantity,sales_revenue,purchase_cost,inventory_opening_value,inventory_closing_value,inventory_movement_value,administration_expense,operation_expense,marketing_expense,employee_count,employee_payroll_amount,customer_service_cases,customer_service_cost,total_expense,gross_profit,gross_profit_margin,net_profit,net_profit_margin,payroll_to_revenue_ratio,transaction_amount,profit_status,risk_level,risk_flag,recommended_action
ERP0002546,TRX0002546,2026-03-12,2026-03,FY2026,Q3,Operations Expense,Middle East,UAE,Healthcare Products,Operations,Priya Nair,Customer Experience,Wellness,Wellness 903,Retail,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,10133.13,0,0,0,0,0,10133.13,0,0,-10133.13,0,0,10133.13,Loss,High,Review Required,Review margin and cost allocation
ERP0002547,TRX0002547,2026-03-12,2026-03,FY2026,Q3,Marketing Expense,Middle East,UAE,Office Equipment,Marketing,Noura Ahmed,Customer Experience,Printers,Printers 703,Government,,,,,,,,,Level 3 - Head of Department,Approved,Head of Department,0,0,0,0,0,0,0,0,0,62909.09,0,0,0,0,62909.09,0,0,-62909.09,0,0,62909.09,Loss,High,Review Required,Review margin and cost allocation
ERP0002548,TRX0002548,2026-03-12,2026-03,FY2026,Q3,Customer Service Cost,Middle East,Saudi Arabia,Consumer Electronics,Customer Service,Bilal Hussain,Core Products,Accessories,Accessories 390,SME,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,41,17266.74,17266.74,0,0,-17266.74,0,0,17266.74,Loss,High,Review Required,Review margin and cost allocation
ERP0002549,TRX0002549,2026-03-12,2026-03,FY2026,Q3,Refund / Credit Note,Middle East,UAE,Office Equipment,Finance,Omar Ali,Regional Growth,Furniture,Furniture 924,Government,CUST00505,Customer 00505,,,CA-86184,Active,,,Level 1 - Department Manager,Approved,Department Manager,0,0,-3552.37,0,0,0,0,0,0,0,0,0,0,0,0,-3552.37,0,-3552.37,0,0,3552.37,Loss,High,Review Required,Review margin and cost allocation
ERP0002550,TRX0002550,2026-03-12,2026-03,FY2026,Q3,Approval Workflow,Middle East,Saudi Arabia,Healthcare Products,Finance,Priya Nair,Regional Growth,Wellness,Wellness 537,Government,,,,,,,,,Level 4 - CFO,Rejected,CFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221270.37,Low Margin,Medium,Normal,Monitor
ERP0002551,TRX0002551,2026-03-13,2026-03,FY2026,Q3,Sales Invoice,Middle East,Kuwait,Healthcare Products,Sales,Mohamed Rafi,Enterprise Solutions,Diagnostics,Diagnostics 972,Channel Partner,CUST00190,Customer 00190,,,CA-21093,Expiring Soon,,,Level 4 - CFO,Pending,CFO,8,125,151807.58,0,0,0,0,0,0,0,0,0,0,0,0,151807.58,1,151807.58,1,0,151807.58,Profitable,Medium,Review Required,Follow up approval
ERP0002552,TRX0002552,2026-03-13,2026-03,FY2026,Q3,Purchase Order,Middle East,Saudi Arabia,Office Equipment,Purchase,Mohamed Rafi,Digital Commerce,Furniture,Furniture 333,Government,,,VEND00054,Vendor 00054,,,PA-93760,Expiring Soon,Level 3 - Head of Department,Pending,Head of Department,20,0,0,90482.22,0,0,0,0,0,0,0,0,0,0,0,-90482.22,0,-90482.22,0,0,90482.22,Loss,High,Review Required,Follow up approval
ERP0002553,TRX0002553,2026-03-13,2026-03,FY2026,Q3,Inventory Receipt,Middle East,Bahrain,Office Equipment,Inventory,Noura Ahmed,Regional Growth,Workstations,Workstations 745,Enterprise,,,VEND00250,Vendor 00250,,,PA-98563,Active,Level 3 - Head of Department,Approved,Head of Department,0,0,0,44057.55,185521.6,253302.44,67780.84,0,0,0,0,0,0,0,0,-44057.55,0,-44057.55,0,0,67780.84,Loss,High,Review Required,Review margin and cost allocation
ERP0002554,TRX0002554,2026-03-13,2026-03,FY2026,Q3,Payroll Allocation,Middle East,Saudi Arabia,Software Services,Payroll,Omar Ali,Enterprise Solutions,Support Plan,Support Plan 597,SME,,,,,,,,,Level 5 - CEO,Pending,CEO,17,0,0,0,0,0,0,0,0,0,51,696003.12,0,0,696003.12,0,0,-696003.12,0,0,696003.12,Loss,High,Review Required,Follow up approval
ERP0002555,TRX0002555,2026-03-13,2026-03,FY2026,Q3,Administration Expense,Middle East,Oman,Office Equipment,Administration,Omar Ali,Regional Growth,Furniture,Furniture 231,Government,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,10117.04,0,0,0,0,0,0,10117.04,0,0,-10117.04,0,0,10117.04,Loss,High,Review Required,Review margin and cost allocation
ERP0002556,TRX0002556,2026-03-13,2026-03,FY2026,Q3,Operations Expense,Middle East,Qatar,Consumer Electronics,Operations,Omar Ali,Customer Experience,Smart Devices,Smart Devices 930,SME,,,,,,,,,Level 3 - Head of Department,Approved,Head of Department,0,0,0,0,0,0,0,0,60478.03,0,0,0,0,0,60478.03,0,0,-60478.03,0,0,60478.03,Loss,High,Review Required,Review margin and cost allocation
ERP0002557,TRX0002557,2026-03-13,2026-03,FY2026,Q3,Marketing Expense,Middle East,Bahrain,Retail Distribution,Marketing,Noura Ahmed,Enterprise Solutions,General Merchandise,General Merchandise 852,Channel Partner,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,43331.04,0,0,0,0,43331.04,0,0,-43331.04,0,0,43331.04,Loss,High,Review Required,Review margin and cost allocation
ERP0002558,TRX0002558,2026-03-13,2026-03,FY2026,Q3,Customer Service Cost,Middle East,Qatar,Retail Distribution,Customer Service,Mohamed Rafi,Core Products,General Merchandise,General Merchandise 605,Government,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,39,23968.23,23968.23,0,0,-23968.23,0,0,23968.23,Loss,High,Review Required,Review margin and cost allocation
ERP0002559,TRX0002559,2026-03-13,2026-03,FY2026,Q3,Refund / Credit Note,Middle East,UAE,Industrial Supplies,Finance,Bilal Hussain,Digital Commerce,Safety Equipment,Safety Equipment 558,SME,CUST00071,Customer 00071,,,CA-55567,Active,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-30221.39,0,0,0,0,0,0,0,0,0,0,0,0,-30221.39,0,-30221.39,0,0,30221.39,Loss,High,Review Required,Review margin and cost allocation
ERP0002560,TRX0002560,2026-03-13,2026-03,FY2026,Q3,Approval Workflow,Middle East,Saudi Arabia,Retail Distribution,Finance,Sara Rahman,Core Products,FMCG,FMCG 161,Channel Partner,,,,,,,,,Level 5 - CEO,Approved,CEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698910.23,Low Margin,High,Review Required,Review agreement or risk condition
ERP0002561,TRX0002561,2026-03-14,2026-03,FY2026,Q3,Sales Invoice,Middle East,UAE,Software Services,Sales,Noura Ahmed,Customer Experience,SaaS License,SaaS License 447,Government,CUST00619,Customer 00619,,,CA-34658,Active,,,Level 4 - CFO,Pending,CFO,19,121,230360.66,0,0,0,0,0,0,0,0,0,0,0,0,230360.66,1,230360.66,1,0,230360.66,Profitable,Medium,Normal,Follow up approval
ERP0002562,TRX0002562,2026-03-14,2026-03,FY2026,Q3,Purchase Order,Middle East,Qatar,Healthcare Products,Purchase,Aisha Khan,Core Products,Diagnostics,Diagnostics 986,Retail,,,VEND00069,Vendor 00069,,,PA-26313,Active,Level 3 - Head of Department,Escalated,Head of Department,20,0,0,103862.34,0,0,0,0,0,0,0,0,0,0,0,-103862.34,0,-103862.34,0,0,103862.34,Loss,High,Review Required,Escalate to senior approver
ERP0002563,TRX0002563,2026-03-14,2026-03,FY2026,Q3,Inventory Receipt,Middle East,Saudi Arabia,Software Services,Inventory,Mohamed Rafi,Digital Commerce,Implementation,Implementation 769,SME,,,VEND00235,Vendor 00235,,,PA-27194,Under Review,Level 3 - Head of Department,Pending,Head of Department,6,0,0,46231.09,95362.2,166486.96,71124.76,0,0,0,0,0,0,0,0,-46231.09,0,-46231.09,0,0,71124.76,Loss,High,Review Required,Follow up approval
ERP0002564,TRX0002564,2026-03-14,2026-03,FY2026,Q3,Payroll Allocation,Middle East,Oman,Software Services,Payroll,Sara Rahman,Digital Commerce,SaaS License,SaaS License 482,Channel Partner,,,,,,,,,Level 5 - CEO,Pending,CEO,4,0,0,0,0,0,0,0,0,0,70,759718.4,0,0,759718.4,0,0,-759718.4,0,0,759718.4,Loss,High,Review Required,Follow up approval
ERP0002565,TRX0002565,2026-03-14,2026-03,FY2026,Q3,Administration Expense,Middle East,Oman,Retail Distribution,Administration,Priya Nair,Customer Experience,Apparel,Apparel 468,SME,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,33469.1,0,0,0,0,0,0,33469.1,0,0,-33469.1,0,0,33469.1,Loss,High,Review Required,Review margin and cost allocation
ERP0002566,TRX0002566,2026-03-14,2026-03,FY2026,Q3,Operations Expense,Middle East,UAE,Retail Distribution,Operations,Grace Thomas,Enterprise Solutions,FMCG,FMCG 194,SME,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,39035.29,0,0,0,0,0,39035.29,0,0,-39035.29,0,0,39035.29,Loss,High,Review Required,Review margin and cost allocation
ERP0002567,TRX0002567,2026-03-14,2026-03,FY2026,Q3,Marketing Expense,Middle East,UAE,Office Equipment,Marketing,Mohamed Rafi,Customer Experience,Printers,Printers 182,SME,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,48362.22,0,0,0,0,48362.22,0,0,-48362.22,0,0,48362.22,Loss,High,Review Required,Review margin and cost allocation
ERP0002568,TRX0002568,2026-03-14,2026-03,FY2026,Q3,Customer Service Cost,Middle East,UAE,Healthcare Products,Customer Service,Omar Ali,Core Products,Wellness,Wellness 577,SME,,,,,,,,,Level 1 - Department Manager,Approved,Department Manager,0,0,0,0,0,0,0,0,0,0,0,0,6,2027.58,2027.58,0,0,-2027.58,0,0,2027.58,Loss,High,Review Required,Review margin and cost allocation
ERP0002569,TRX0002569,2026-03-14,2026-03,FY2026,Q3,Refund / Credit Note,Middle East,UAE,Office Equipment,Finance,Omar Ali,Customer Experience,Workstations,Workstations 438,Retail,CUST00507,Customer 00507,,,CA-63262,Active,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-33725.35,0,0,0,0,0,0,0,0,0,0,0,0,-33725.35,0,-33725.35,0,0,33725.35,Loss,High,Review Required,Review margin and cost allocation
ERP0002570,TRX0002570,2026-03-14,2026-03,FY2026,Q3,Approval Workflow,Middle East,Saudi Arabia,Office Equipment,Finance,Priya Nair,Digital Commerce,Printers,Printers 879,SME,,,,,,,,,Level 4 - CFO,Pending,CFO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151596.38,Low Margin,Medium,Normal,Follow up approval
ERP0002571,TRX0002571,2026-03-15,2026-03,FY2026,Q3,Sales Invoice,Middle East,UAE,Office Equipment,Sales,Sara Rahman,Digital Commerce,Workstations,Workstations 308,Channel Partner,CUST00335,Customer 00335,,,CA-34963,Active,,,Level 3 - Head of Department,Escalated,Head of Department,10,121,90222.29,0,0,0,0,0,0,0,0,0,0,0,0,90222.29,1,90222.29,1,0,90222.29,Profitable,High,Review Required,Escalate to senior approver
ERP0002572,TRX0002572,2026-03-15,2026-03,FY2026,Q3,Purchase Order,Middle East,Saudi Arabia,Software Services,Purchase,Sara Rahman,Customer Experience,Support Plan,Support Plan 359,Channel Partner,,,VEND00308,Vendor 00308,,,PA-69464,Active,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,15231.22,0,0,0,0,0,0,0,0,0,0,0,-15231.22,0,-15231.22,0,0,15231.22,Loss,High,Review Required,Review margin and cost allocation
ERP0002573,TRX0002573,2026-03-15,2026-03,FY2026,Q3,Inventory Receipt,Middle East,Saudi Arabia,Retail Distribution,Inventory,Aisha Khan,Core Products,Apparel,Apparel 525,Retail,,,VEND00241,Vendor 00241,,,PA-61311,Active,Level 3 - Head of Department,Pending,Head of Department,11,0,0,32759.12,292079.77,342478.42,50398.65,0,0,0,0,0,0,0,0,-32759.12,0,-32759.12,0,0,50398.65,Loss,High,Review Required,Follow up approval
ERP0002574,TRX0002574,2026-03-15,2026-03,FY2026,Q3,Payroll Allocation,Middle East,UAE,Office Equipment,Payroll,Bilal Hussain,Customer Experience,Furniture,Furniture 448,Enterprise,,,,,,,,,Level 5 - CEO,Approved,CEO,0,0,0,0,0,0,0,0,0,0,59,712574.86,0,0,712574.86,0,0,-712574.86,0,0,712574.86,Loss,High,Review Required,Review margin and cost allocation
ERP0002575,TRX0002575,2026-03-15,2026-03,FY2026,Q3,Administration Expense,Middle East,UAE,Office Equipment,Administration,Bilal Hussain,Core Products,Printers,Printers 662,Channel Partner,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,23566.08,0,0,0,0,0,0,23566.08,0,0,-23566.08,0,0,23566.08,Loss,High,Review Required,Review margin and cost allocation
ERP0002576,TRX0002576,2026-03-15,2026-03,FY2026,Q3,Operations Expense,Middle East,Saudi Arabia,Software Services,Operations,Aisha Khan,Regional Growth,Support Plan,Support Plan 723,Government,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,39622.35,0,0,0,0,0,39622.35,0,0,-39622.35,0,0,39622.35,Loss,High,Review Required,Review margin and cost allocation
ERP0002577,TRX0002577,2026-03-15,2026-03,FY2026,Q3,Marketing Expense,Middle East,UAE,Healthcare Products,Marketing,Priya Nair,Regional Growth,Wellness,Wellness 578,SME,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,36852.45,0,0,0,0,36852.45,0,0,-36852.45,0,0,36852.45,Loss,High,Review Required,Review margin and cost allocation
ERP0002578,TRX0002578,2026-03-15,2026-03,FY2026,Q3,Customer Service Cost,Middle East,UAE,Office Equipment,Customer Service,Mohamed Rafi,Regional Growth,Workstations,Workstations 422,Enterprise,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,57,10501.68,10501.68,0,0,-10501.68,0,0,10501.68,Loss,High,Review Required,Review margin and cost allocation
ERP0002579,TRX0002579,2026-03-15,2026-03,FY2026,Q3,Refund / Credit Note,Middle East,Kuwait,Retail Distribution,Finance,Grace Thomas,Enterprise Solutions,General Merchandise,General Merchandise 476,SME,CUST00312,Customer 00312,,,CA-11354,Active,,,Level 1 - Department Manager,Approved,Department Manager,0,0,-8207.83,0,0,0,0,0,0,0,0,0,0,0,0,-8207.83,0,-8207.83,0,0,8207.83,Loss,High,Review Required,Review margin and cost allocation
ERP0002580,TRX0002580,2026-03-15,2026-03,FY2026,Q3,Approval Workflow,Middle East,Saudi Arabia,Retail Distribution,Finance,Aisha Khan,Digital Commerce,Apparel,Apparel 766,Channel Partner,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17664.72,Low Margin,Low,Normal,Monitor
ERP0002581,TRX0002581,2026-03-16,2026-03,FY2026,Q3,Sales Invoice,Middle East,Saudi Arabia,Office Equipment,Sales,Grace Thomas,Core Products,Workstations,Workstations 946,Channel Partner,CUST00259,Customer 00259,,,CA-90445,Active,,,Level 2 - Finance Manager,Approved,Finance Manager,0,110,25470.65,0,0,0,0,0,0,0,0,0,0,0,0,25470.65,1,25470.65,1,0,25470.65,Profitable,Low,Normal,Monitor
ERP0002582,TRX0002582,2026-03-16,2026-03,FY2026,Q3,Purchase Order,Middle East,Kuwait,Retail Distribution,Purchase,Noura Ahmed,Digital Commerce,General Merchandise,General Merchandise 913,Channel Partner,,,VEND00056,Vendor 00056,,,PA-14827,Active,Level 3 - Head of Department,Escalated,Head of Department,17,0,0,77815.74,0,0,0,0,0,0,0,0,0,0,0,-77815.74,0,-77815.74,0,0,77815.74,Loss,High,Review Required,Escalate to senior approver
ERP0002583,TRX0002583,2026-03-16,2026-03,FY2026,Q3,Inventory Receipt,Middle East,UAE,Healthcare Products,Inventory,Aisha Khan,Core Products,Medical Supplies,Medical Supplies 453,Government,,,VEND00046,Vendor 00046,,,PA-35559,Expiring Soon,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,21052.55,201739.95,234128.49,32388.54,0,0,0,0,0,0,0,0,-21052.55,0,-21052.55,0,0,32388.54,Loss,High,Review Required,Review margin and cost allocation
ERP0002584,TRX0002584,2026-03-16,2026-03,FY2026,Q3,Payroll Allocation,Middle East,UAE,Software Services,Payroll,Noura Ahmed,Enterprise Solutions,Support Plan,Support Plan 340,Retail,,,,,,,,,Level 4 - CFO,Approved,CFO,0,0,0,0,0,0,0,0,0,0,20,233003.8,0,0,233003.8,0,0,-233003.8,0,0,233003.8,Loss,High,Review Required,Review margin and cost allocation
ERP0002585,TRX0002585,2026-03-16,2026-03,FY2026,Q3,Administration Expense,Middle East,UAE,Retail Distribution,Administration,Priya Nair,Core Products,FMCG,FMCG 372,SME,,,,,,,,,Level 1 - Department Manager,Approved,Department Manager,0,0,0,0,0,0,0,4920.83,0,0,0,0,0,0,4920.83,0,0,-4920.83,0,0,4920.83,Loss,High,Review Required,Review margin and cost allocation
ERP0002586,TRX0002586,2026-03-16,2026-03,FY2026,Q3,Operations Expense,Middle East,UAE,Office Equipment,Operations,Bilal Hussain,Digital Commerce,Furniture,Furniture 961,Enterprise,,,,,,,,,Level 1 - Department Manager,Approved,Department Manager,0,0,0,0,0,0,0,0,6503.87,0,0,0,0,0,6503.87,0,0,-6503.87,0,0,6503.87,Loss,High,Review Required,Review margin and cost allocation
ERP0002587,TRX0002587,2026-03-16,2026-03,FY2026,Q3,Marketing Expense,Middle East,Qatar,Healthcare Products,Marketing,Mohamed Rafi,Digital Commerce,Medical Supplies,Medical Supplies 460,Government,,,,,,,,,Level 3 - Head of Department,Pending,Head of Department,22,0,0,0,0,0,0,0,0,56354.69,0,0,0,0,56354.69,0,0,-56354.69,0,0,56354.69,Loss,High,Review Required,Follow up approval
ERP0002588,TRX0002588,2026-03-16,2026-03,FY2026,Q3,Customer Service Cost,Middle East,Saudi Arabia,Industrial Supplies,Customer Service,Priya Nair,Core Products,Tools,Tools 985,Government,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,35,13360.2,13360.2,0,0,-13360.2,0,0,13360.2,Loss,High,Review Required,Review margin and cost allocation
ERP0002589,TRX0002589,2026-03-16,2026-03,FY2026,Q3,Refund / Credit Note,Middle East,Qatar,Healthcare Products,Finance,Bilal Hussain,Core Products,Wellness,Wellness 989,SME,CUST00197,Customer 00197,,,CA-74790,Expiring Soon,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-27928.5,0,0,0,0,0,0,0,0,0,0,0,0,-27928.5,0,-27928.5,0,0,27928.5,Loss,High,Review Required,Review margin and cost allocation
ERP0002590,TRX0002590,2026-03-16,2026-03,FY2026,Q3,Approval Workflow,Middle East,Saudi Arabia,Office Equipment,Finance,Sara Rahman,Core Products,Printers,Printers 578,Government,,,,,,,,,Level 5 - CEO,Approved,CEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640537.72,Low Margin,High,Review Required,Review agreement or risk condition
ERP0002591,TRX0002591,2026-03-17,2026-03,FY2026,Q3,Sales Invoice,Middle East,Bahrain,Industrial Supplies,Sales,Sara Rahman,Digital Commerce,Tools,Tools 168,Retail,CUST00335,Customer 00335,,,CA-70602,Expiring Soon,,,Level 3 - Head of Department,Approved,Head of Department,0,9,148229.98,0,0,0,0,0,0,0,0,0,0,0,0,148229.98,1,148229.98,1,0,148229.98,Profitable,Medium,Review Required,Review agreement or risk condition
ERP0002592,TRX0002592,2026-03-17,2026-03,FY2026,Q3,Purchase Order,Middle East,UAE,Retail Distribution,Purchase,Priya Nair,Digital Commerce,FMCG,FMCG 420,Retail,,,VEND00103,Vendor 00103,,,PA-92358,Under Review,Level 3 - Head of Department,Approved,Head of Department,0,0,0,83039.29,0,0,0,0,0,0,0,0,0,0,0,-83039.29,0,-83039.29,0,0,83039.29,Loss,High,Review Required,Review margin and cost allocation
ERP0002593,TRX0002593,2026-03-17,2026-03,FY2026,Q3,Inventory Receipt,Middle East,UAE,Industrial Supplies,Inventory,Aisha Khan,Regional Growth,Machinery Parts,Machinery Parts 287,SME,,,VEND00153,Vendor 00153,,,PA-96428,Active,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,21838.36,210751.6,244349.07,33597.47,0,0,0,0,0,0,0,0,-21838.36,0,-21838.36,0,0,33597.47,Loss,High,Review Required,Review margin and cost allocation
ERP0002594,TRX0002594,2026-03-17,2026-03,FY2026,Q3,Payroll Allocation,Middle East,UAE,Consumer Electronics,Payroll,Priya Nair,Customer Experience,Smart Devices,Smart Devices 579,Retail,,,,,,,,,Level 4 - CFO,Approved,CFO,0,0,0,0,0,0,0,0,0,0,34,257980.44,0,0,257980.44,0,0,-257980.44,0,0,257980.44,Loss,High,Review Required,Review margin and cost allocation
ERP0002595,TRX0002595,2026-03-17,2026-03,FY2026,Q3,Administration Expense,Middle East,Kuwait,Retail Distribution,Administration,Omar Ali,Enterprise Solutions,Apparel,Apparel 249,Enterprise,,,,,,,,,Level 1 - Department Manager,Approved,Department Manager,0,0,0,0,0,0,0,5352.03,0,0,0,0,0,0,5352.03,0,0,-5352.03,0,0,5352.03,Loss,High,Review Required,Review margin and cost allocation
ERP0002596,TRX0002596,2026-03-17,2026-03,FY2026,Q3,Operations Expense,Middle East,UAE,Office Equipment,Operations,Omar Ali,Digital Commerce,Workstations,Workstations 503,Government,,,,,,,,,Level 1 - Department Manager,Approved,Department Manager,0,0,0,0,0,0,0,0,9403.95,0,0,0,0,0,9403.95,0,0,-9403.95,0,0,9403.95,Loss,High,Review Required,Review margin and cost allocation
ERP0002597,TRX0002597,2026-03-17,2026-03,FY2026,Q3,Marketing Expense,Middle East,Bahrain,Industrial Supplies,Marketing,Sara Rahman,Customer Experience,Safety Equipment,Safety Equipment 841,Government,,,,,,,,,Level 1 - Department Manager,Approved,Department Manager,0,0,0,0,0,0,0,0,0,6136.69,0,0,0,0,6136.69,0,0,-6136.69,0,0,6136.69,Loss,High,Review Required,Review margin and cost allocation
ERP0002598,TRX0002598,2026-03-17,2026-03,FY2026,Q3,Customer Service Cost,Middle East,UAE,Software Services,Customer Service,Grace Thomas,Digital Commerce,Support Plan,Support Plan 517,Government,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,26,12698.66,12698.66,0,0,-12698.66,0,0,12698.66,Loss,High,Review Required,Review margin and cost allocation
ERP0002599,TRX0002599,2026-03-17,2026-03,FY2026,Q3,Refund / Credit Note,Middle East,Saudi Arabia,Consumer Electronics,Finance,Sara Rahman,Customer Experience,Accessories,Accessories 797,Retail,CUST00172,Customer 00172,,,CA-21079,Active,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-31216.46,0,0,0,0,0,0,0,0,0,0,0,0,-31216.46,0,-31216.46,0,0,31216.46,Loss,High,Review Required,Review margin and cost allocation
ERP0002600,TRX0002600,2026-03-17,2026-03,FY2026,Q3,Approval Workflow,Middle East,UAE,Office Equipment,Finance,Priya Nair,Regional Growth,Furniture,Furniture 934,Retail,,,,,,,,,Level 4 - CFO,Approved,CFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486293.97,Low Margin,High,Review Required,Review agreement or risk condition
ERP0002601,TRX0002601,2026-03-18,2026-03,FY2026,Q3,Sales Invoice,Middle East,UAE,Industrial Supplies,Sales,Omar Ali,Core Products,Tools,Tools 299,SME,CUST00629,Customer 00629,,,CA-68100,Expiring Soon,,,Level 4 - CFO,Rejected,CFO,0,111,212122.9,0,0,0,0,0,0,0,0,0,0,0,0,212122.9,1,212122.9,1,0,212122.9,Profitable,Medium,Review Required,Review agreement or risk condition
ERP0002602,TRX0002602,2026-03-18,2026-03,FY2026,Q3,Purchase Order,Middle East,UAE,Retail Distribution,Purchase,Mohamed Rafi,Customer Experience,General Merchandise,General Merchandise 259,Channel Partner,,,VEND00162,Vendor 00162,,,PA-95270,Active,Level 3 - Head of Department,Pending,Head of Department,19,0,0,123904.87,0,0,0,0,0,0,0,0,0,0,0,-123904.87,0,-123904.87,0,0,123904.87,Loss,High,Review Required,Follow up approval
ERP0002603,TRX0002603,2026-03-18,2026-03,FY2026,Q3,Inventory Receipt,Middle East,UAE,Industrial Supplies,Inventory,Grace Thomas,Core Products,Safety Equipment,Safety Equipment 712,Enterprise,,,VEND00127,Vendor 00127,,,PA-94335,Active,Level 3 - Head of Department,Pending,Head of Department,15,0,0,40475.53,306558.34,368828.38,62270.04,0,0,0,0,0,0,0,0,-40475.53,0,-40475.53,0,0,62270.04,Loss,High,Review Required,Follow up approval
ERP0002604,TRX0002604,2026-03-18,2026-03,FY2026,Q3,Payroll Allocation,Middle East,UAE,Consumer Electronics,Payroll,Aisha Khan,Core Products,Home Electronics,Home Electronics 232,Government,,,,,,,,,Level 4 - CFO,Pending,CFO,21,0,0,0,0,0,0,0,0,0,34,296147.14,0,0,296147.14,0,0,-296147.14,0,0,296147.14,Loss,High,Review Required,Follow up approval
ERP0002605,TRX0002605,2026-03-18,2026-03,FY2026,Q3,Administration Expense,Middle East,UAE,Office Equipment,Administration,Sara Rahman,Core Products,Workstations,Workstations 828,Channel Partner,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,20913.89,0,0,0,0,0,0,20913.89,0,0,-20913.89,0,0,20913.89,Loss,High,Review Required,Review margin and cost allocation
ERP0002606,TRX0002606,2026-03-18,2026-03,FY2026,Q3,Operations Expense,Middle East,UAE,Retail Distribution,Operations,Bilal Hussain,Enterprise Solutions,General Merchandise,General Merchandise 646,Channel Partner,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,33567.69,0,0,0,0,0,33567.69,0,0,-33567.69,0,0,33567.69,Loss,High,Review Required,Review margin and cost allocation
ERP0002607,TRX0002607,2026-03-18,2026-03,FY2026,Q3,Marketing Expense,Middle East,Saudi Arabia,Healthcare Products,Marketing,Bilal Hussain,Core Products,Wellness,Wellness 201,Channel Partner,,,,,,,,,Level 3 - Head of Department,Pending,Head of Department,12,0,0,0,0,0,0,0,0,74021.88,0,0,0,0,74021.88,0,0,-74021.88,0,0,74021.88,Loss,High,Review Required,Follow up approval
ERP0002608,TRX0002608,2026-03-18,2026-03,FY2026,Q3,Customer Service Cost,Middle East,Qatar,Consumer Electronics,Customer Service,Noura Ahmed,Core Products,Smart Devices,Smart Devices 477,Channel Partner,,,,,,,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,0,0,0,0,0,0,0,0,0,0,25,15912,15912,0,0,-15912,0,0,15912,Loss,High,Review Required,Review margin and cost allocation
ERP0002609,TRX0002609,2026-03-18,2026-03,FY2026,Q3,Refund / Credit Note,Middle East,Oman,Office Equipment,Finance,Bilal Hussain,Enterprise Solutions,Furniture,Furniture 956,Enterprise,CUST00269,Customer 00269,,,CA-32599,Expiring Soon,,,Level 2 - Finance Manager,Approved,Finance Manager,0,0,-28647.66,0,0,0,0,0,0,0,0,0,0,0,0,-28647.66,0,-28647.66,0,0,28647.66,Loss,High,Review Required,Review margin and cost allocation
