record_id,case_date,department,business_area,process_type,source_system,transaction_amount,budget_amount,variance_amount,approval_status,invoice_status,sla_status,risk_level,exception_type,priority_level,owner_name,recommended_action,case_status,days_pending,pending_approval_flag,overdue_invoice_flag,payroll_exception_flag,sla_breach_flag,high_priority_flag,exposure_amount
OPS000328,2026-03-11,Purchase Control,Procurement,Contract Approval,Vendor Portal,40175.64,33188.08,6987.56,Rejected,Not Applicable,Breached,Low,Vendor document expired,P2 - Same Week,Aisha Khan,Request vendor document refresh,In Progress,8,0,0,0,1,0,40175.64
OPS000329,2026-02-08,Payroll Operations,Payroll,WPS File Submission,D365 F&O,38619.44,40826.35,-2206.91,Approved,Not Applicable,At Risk,High,WPS validation error,P1 - Immediate,Aisha Khan,Correct WPS file,Closed,5,0,0,1,0,1,0
OPS000330,2026-04-11,Payroll Operations,Payroll,Salary Adjustment,WPS Bank Portal,20375.38,21767.18,-1391.8,Pending,Overdue,Within SLA,Medium,Payroll variance,P2 - Same Week,Priya Nair,Validate payroll variance,In Progress,15,1,1,1,0,0,20375.38
OPS000331,2026-01-09,Payroll Operations,Payroll,WPS File Submission,Payroll Engine,46691.13,51193.24,-4502.11,Approved,Overdue,Within SLA,Low,Payroll variance,P2 - Same Week,Omar Ali,Validate payroll variance,In Progress,2,0,1,0,0,0,46691.13
OPS000332,2026-06-13,Compensation,Payroll,Monthly Payroll,WPS Bank Portal,74092.61,69910.65,4181.96,Approved,Current,Within SLA,Low,Payroll variance,P2 - Same Week,Grace Thomas,Validate payroll variance,In Progress,17,0,0,0,0,0,74092.61
OPS000333,2026-01-03,IT Service Desk,IT Operations,Asset Provisioning,Endpoint Manager,17365.96,14969.4,2396.56,Pending,Not Applicable,Within SLA,Medium,Access approval pending,P1 - Immediate,Aisha Khan,Approve or reject access request,Closed,21,1,0,0,0,1,0
OPS000334,2026-06-15,People Operations,HR,Leave Approval,Service Desk,3582.77,3199.66,383.11,Rejected,Overdue,At Risk,Medium,Missing employee document,P1 - Immediate,Aisha Khan,Collect missing document,In Progress,28,0,1,0,0,1,3582.77
OPS000335,2026-04-02,Purchase Control,Procurement,Purchase Order,Vendor Portal,59523.0,57662.91,1860.09,Approved,Overdue,Within SLA,Low,Vendor document expired,P1 - Immediate,Priya Nair,Request vendor document refresh,Open,22,0,1,0,0,1,59523.0
OPS000336,2026-06-03,WPS Compliance,Payroll,Monthly Payroll,D365 F&O,17402.04,16690.9,711.14,Approved,Not Applicable,Within SLA,Medium,Bank file rejection,P1 - Immediate,Aisha Khan,Resubmit bank file,In Progress,24,0,0,1,0,1,17402.04
OPS000337,2026-04-04,Purchase Control,Procurement,Purchase Order,Vendor Portal,9942.66,12265.08,-2322.42,Pending,Not Applicable,At Risk,Medium,Price variance,P2 - Same Week,Bilal Hussain,Review procurement variance,In Progress,9,1,0,0,0,0,9942.66
OPS000338,2026-03-24,Accounts Payable,Finance,Invoice Processing,Bank Portal,10334.88,12066.97,-1732.09,Pending,Paid,Within SLA,Low,Payment approval delay,P3 - Standard,Grace Thomas,Escalate finance approval,Open,6,1,0,0,0,0,10334.88
OPS000339,2026-05-15,Purchase Control,Procurement,Contract Approval,D365 F&O,8267.56,7113.09,1154.47,Pending,Not Applicable,Breached,Medium,PO approval delay,P2 - Same Week,Aisha Khan,Escalate PO approval,In Progress,5,1,0,0,1,0,8267.56
OPS000340,2026-04-17,General Ledger,Finance,Month-End Closing,D365 F&O,33733.34,25985.69,7747.65,Pending,Not Applicable,Breached,High,Payment approval delay,P1 - Immediate,Mohamed Rafi,Escalate finance approval,Open,6,1,0,0,1,1,33733.34
OPS000341,2026-02-18,Accounts Payable,Finance,Month-End Closing,Bank Portal,69478.25,85024.12,-15545.87,Pending,Overdue,At Risk,High,Overdue invoice,P1 - Immediate,Grace Thomas,Prioritize vendor payment,In Progress,22,1,1,0,0,1,69478.25
OPS000342,2026-02-12,Compliance Review,Compliance,Audit Evidence,SharePoint,8769.07,7570.08,1198.99,Rejected,Current,Within SLA,Low,Policy attestation overdue,P1 - Immediate,Grace Thomas,Send compliance reminder,Closed,20,0,0,0,0,1,0
OPS000343,2026-04-21,Access Management,IT Operations,Incident Resolution,Endpoint Manager,14297.05,12661.06,1635.99,Pending,Paid,Breached,High,SLA breach,P1 - Immediate,Aisha Khan,Escalate service owner,Open,28,1,0,0,1,1,14297.05
OPS000344,2026-06-02,Compliance Review,Compliance,Audit Evidence,GRC Tool,660.94,789.0,-128.06,Approved,Not Applicable,At Risk,High,Evidence missing,P1 - Immediate,Sara Rahman,Upload audit evidence,Closed,17,0,0,0,0,1,0
OPS000345,2026-04-28,Recruitment,HR,Employee Onboarding,HRMS,9493.53,9805.51,-311.98,Approved,Overdue,Within SLA,Low,Delayed onboarding,P2 - Same Week,Bilal Hussain,Escalate onboarding owner,In Progress,13,0,1,0,0,0,9493.53
OPS000346,2026-02-14,Infrastructure,IT Operations,Asset Provisioning,Endpoint Manager,20578.12,17247.46,3330.66,Approved,Not Applicable,At Risk,Low,Device delivery delay,P3 - Standard,Bilal Hussain,Expedite asset provisioning,Closed,3,0,0,0,0,0,0
OPS000347,2026-04-22,General Ledger,Finance,Invoice Processing,D365 F&O,79201.55,83252.77,-4051.22,Pending,Overdue,Within SLA,Low,Payment approval delay,P1 - Immediate,Sara Rahman,Escalate finance approval,Open,2,1,1,0,0,1,79201.55
OPS000348,2026-06-28,Accounts Payable,Finance,Invoice Processing,D365 F&O,88460.48,83722.66,4737.82,Pending,Current,Within SLA,Low,Payment approval delay,P1 - Immediate,Sara Rahman,Escalate finance approval,Closed,18,1,0,0,0,1,0
OPS000349,2026-01-22,Recruitment,HR,Leave Approval,Service Desk,13929.73,12606.73,1323.0,Approved,Current,At Risk,Medium,Missing employee document,P1 - Immediate,Priya Nair,Collect missing document,In Progress,30,0,0,0,0,1,13929.73
OPS000350,2026-05-27,Accounts Payable,Finance,Month-End Closing,Bank Portal,64099.11,55840.42,8258.69,Pending,Current,At Risk,Medium,Payment approval delay,P2 - Same Week,Grace Thomas,Escalate finance approval,In Progress,7,1,0,0,0,0,64099.11
OPS000351,2026-02-18,General Ledger,Finance,Payment Approval,Bank Portal,5344.3,4822.75,521.55,Pending,Current,Breached,Low,Payment approval delay,P3 - Standard,Mohamed Rafi,Escalate finance approval,In Progress,9,1,0,0,1,0,5344.3
OPS000352,2026-04-06,Payroll Operations,Payroll,Salary Adjustment,D365 F&O,64166.53,60868.99,3297.54,Approved,Not Applicable,At Risk,Low,Payroll variance,P1 - Immediate,Omar Ali,Validate payroll variance,In Progress,21,0,0,0,0,1,64166.53
OPS000353,2026-05-01,Accounts Payable,Finance,Payment Approval,D365 F&O,65715.64,55983.2,9732.44,Pending,Not Applicable,Within SLA,Medium,Payment approval delay,P2 - Same Week,Aisha Khan,Escalate finance approval,In Progress,9,1,0,0,0,0,65715.64
OPS000354,2026-06-19,Treasury,Finance,Invoice Processing,ERP Finance,9562.93,8131.82,1431.11,Pending,Overdue,Within SLA,Medium,Overdue invoice,P2 - Same Week,Bilal Hussain,Prioritize vendor payment,Open,4,1,1,0,0,0,9562.93
OPS000355,2026-01-05,Infrastructure,IT Operations,Asset Provisioning,Azure AD,24504.92,24588.63,-83.71,Pending,Paid,Breached,Medium,SLA breach,P2 - Same Week,Priya Nair,Escalate service owner,In Progress,5,1,0,0,1,0,24504.92
OPS000356,2026-01-06,Procurement Operations,Procurement,Purchase Order,D365 F&O,41694.43,39472.11,2222.32,Pending,Not Applicable,Within SLA,Medium,PO approval delay,P2 - Same Week,Noura Ahmed,Escalate PO approval,Closed,15,1,0,0,0,0,0
OPS000357,2026-06-10,Infrastructure,IT Operations,Incident Resolution,ITSM,23753.35,21146.02,2607.33,Approved,Not Applicable,Within SLA,Medium,Device delivery delay,P1 - Immediate,Mohamed Rafi,Expedite asset provisioning,Closed,33,0,0,0,0,1,0
OPS000358,2026-05-27,Accounts Payable,Finance,Payment Approval,ERP Finance,41190.96,42060.78,-869.82,Pending,Not Applicable,Within SLA,Medium,Payment approval delay,P2 - Same Week,Sara Rahman,Escalate finance approval,Open,8,1,0,0,0,0,41190.96
OPS000359,2026-02-07,Treasury,Finance,Month-End Closing,D365 F&O,10468.15,10640.67,-172.52,Pending,Not Applicable,At Risk,Low,Budget overrun,P3 - Standard,Grace Thomas,Review budget exception,Closed,1,1,0,0,0,0,0
OPS000360,2026-03-19,Internal Control,Compliance,Audit Evidence,Compliance Register,7208.01,8012.73,-804.72,Approved,Not Applicable,At Risk,Medium,Policy attestation overdue,P2 - Same Week,Mohamed Rafi,Send compliance reminder,In Progress,17,0,0,0,0,0,7208.01
OPS000361,2026-03-01,Purchase Control,Procurement,Purchase Order,Vendor Portal,83356.6,82381.42,975.18,Approved,Current,At Risk,Low,Vendor document expired,P1 - Immediate,Sara Rahman,Request vendor document refresh,In Progress,24,0,0,0,0,1,83356.6
OPS000362,2026-02-27,Payroll Operations,Payroll,WPS File Submission,D365 F&O,81015.84,76520.34,4495.5,Approved,Not Applicable,Within SLA,High,WPS validation error,P1 - Immediate,Bilal Hussain,Correct WPS file,In Progress,28,0,0,1,0,1,81015.84
OPS000363,2026-03-05,Infrastructure,IT Operations,Incident Resolution,ITSM,18515.63,17629.65,885.98,Approved,Current,At Risk,Medium,Device delivery delay,P1 - Immediate,Aisha Khan,Expedite asset provisioning,In Progress,33,0,0,0,0,1,18515.63
OPS000364,2026-04-26,General Ledger,Finance,Invoice Processing,D365 F&O,65699.62,81593.36,-15893.74,Pending,Not Applicable,At Risk,High,Payment approval delay,P1 - Immediate,Grace Thomas,Escalate finance approval,Open,12,1,0,0,0,1,65699.62
OPS000365,2026-03-15,Internal Control,Compliance,Policy Attestation,SharePoint,15521.79,12756.1,2765.69,Approved,Not Applicable,At Risk,Low,Evidence missing,P1 - Immediate,Sara Rahman,Upload audit evidence,Open,32,0,0,0,0,1,15521.79
OPS000366,2026-03-24,General Ledger,Finance,Invoice Processing,D365 F&O,71862.07,79502.24,-7640.17,Approved,Current,Within SLA,Medium,Budget overrun,P2 - Same Week,Omar Ali,Review budget exception,In Progress,10,0,0,0,0,0,71862.07
OPS000367,2026-06-30,Recruitment,HR,Leave Approval,D365 HR,13333.52,12715.31,618.21,Pending,Current,Breached,Low,Missing employee document,P1 - Immediate,Sara Rahman,Collect missing document,Open,24,1,0,0,1,1,13333.52
OPS000368,2026-05-25,Audit Support,Compliance,Policy Attestation,GRC Tool,4882.24,5296.35,-414.11,Approved,Not Applicable,At Risk,Medium,Control gap,P2 - Same Week,Mohamed Rafi,Create remediation plan,Open,11,0,0,0,0,0,4882.24
OPS000369,2026-03-06,People Operations,HR,Contract Renewal,D365 HR,13815.78,11084.4,2731.38,Pending,Not Applicable,Within SLA,Low,Delayed onboarding,P1 - Immediate,Aisha Khan,Escalate onboarding owner,In Progress,26,1,0,0,0,1,13815.78
OPS000370,2026-05-21,Compensation,Payroll,Salary Adjustment,Payroll Engine,70609.71,66480.99,4128.72,Approved,Not Applicable,Within SLA,Low,Bank file rejection,P2 - Same Week,Noura Ahmed,Resubmit bank file,In Progress,2,0,0,0,0,0,70609.71
OPS000371,2026-01-23,Accounts Payable,Finance,Invoice Processing,ERP Finance,21456.89,19143.63,2313.26,Pending,Overdue,Within SLA,High,Overdue invoice,P1 - Immediate,Aisha Khan,Prioritize vendor payment,In Progress,29,1,1,0,0,1,21456.89
OPS000372,2026-03-18,Recruitment,HR,Contract Renewal,D365 HR,19081.83,21702.22,-2620.39,Approved,Current,Within SLA,Medium,Missing employee document,P1 - Immediate,Mohamed Rafi,Collect missing document,In Progress,21,0,0,0,0,1,19081.83
OPS000373,2026-06-06,Procurement Operations,Procurement,Purchase Order,D365 F&O,117573.62,119275.3,-1701.68,Approved,Overdue,Within SLA,Medium,Price variance,P1 - Immediate,Bilal Hussain,Review procurement variance,In Progress,18,0,1,0,0,1,117573.62
OPS000374,2026-05-28,WPS Compliance,Payroll,WPS File Submission,D365 F&O,50010.75,50207.85,-197.1,Approved,Current,Within SLA,Medium,Bank file rejection,P2 - Same Week,Aisha Khan,Resubmit bank file,Closed,18,0,0,1,0,0,0
OPS000375,2026-04-30,Employee Relations,HR,Employee Onboarding,Service Desk,20089.33,24099.06,-4009.73,Approved,Not Applicable,Within SLA,Medium,Missing employee document,P2 - Same Week,Noura Ahmed,Collect missing document,In Progress,0,0,0,0,0,0,20089.33
OPS000376,2026-01-18,Compensation,Payroll,WPS File Submission,Payroll Engine,30913.91,27860.43,3053.48,Pending,Not Applicable,At Risk,Medium,Bank file rejection,P2 - Same Week,Mohamed Rafi,Resubmit bank file,Closed,1,1,0,1,0,0,0
OPS000377,2026-03-28,Treasury,Finance,Payment Approval,ERP Finance,78364.14,77639.1,725.04,Pending,Overdue,Within SLA,High,Overdue invoice,P1 - Immediate,Noura Ahmed,Prioritize vendor payment,Open,26,1,1,0,0,1,78364.14
OPS000378,2026-06-23,Vendor Management,Procurement,Contract Approval,D365 F&O,26970.84,29472.3,-2501.46,Pending,Paid,Within SLA,High,Vendor document expired,P1 - Immediate,Bilal Hussain,Request vendor document refresh,Closed,17,1,0,0,0,1,0
OPS000379,2026-06-10,Audit Support,Compliance,Policy Attestation,Compliance Register,10044.37,10426.83,-382.46,Pending,Overdue,At Risk,Low,Policy attestation overdue,P3 - Standard,Omar Ali,Send compliance reminder,Open,2,1,1,0,0,0,10044.37
OPS000380,2026-03-02,General Ledger,Finance,Payment Approval,ERP Finance,64199.3,53767.32,10431.98,Pending,Overdue,Within SLA,Medium,Overdue invoice,P1 - Immediate,Sara Rahman,Prioritize vendor payment,In Progress,32,1,1,0,0,1,64199.3
OPS000381,2026-05-04,WPS Compliance,Payroll,Salary Adjustment,WPS Bank Portal,16463.6,17687.83,-1224.23,Pending,Paid,At Risk,Medium,WPS validation error,P2 - Same Week,Omar Ali,Correct WPS file,In Progress,2,1,0,1,0,0,16463.6
OPS000382,2026-01-12,Employee Relations,HR,Leave Approval,HRMS,11938.46,9771.1,2167.36,Approved,Overdue,Within SLA,Medium,Delayed onboarding,P2 - Same Week,Mohamed Rafi,Escalate onboarding owner,In Progress,19,0,1,0,0,0,11938.46
OPS000383,2026-02-19,General Ledger,Finance,Payment Approval,Bank Portal,93302.48,101285.63,-7983.15,Approved,Not Applicable,Within SLA,High,Budget overrun,P1 - Immediate,Mohamed Rafi,Review budget exception,In Progress,35,0,0,0,0,1,93302.48
OPS000384,2026-05-21,Vendor Management,Procurement,Vendor Onboarding,ERP Procurement,96970.33,100562.25,-3591.92,Approved,Not Applicable,Breached,Medium,Price variance,P1 - Immediate,Priya Nair,Review procurement variance,Open,3,0,0,0,1,1,96970.33
OPS000385,2026-01-13,Compliance Review,Compliance,Control Review,GRC Tool,10948.41,9542.56,1405.85,Approved,Current,At Risk,Medium,Control gap,P1 - Immediate,Omar Ali,Create remediation plan,Closed,22,0,0,0,0,1,0
OPS000386,2026-04-30,Audit Support,Compliance,Policy Attestation,GRC Tool,11972.76,11760.05,212.71,Pending,Overdue,Within SLA,Low,Policy attestation overdue,P2 - Same Week,Noura Ahmed,Send compliance reminder,Open,14,1,1,0,0,0,11972.76
OPS000387,2026-04-11,Compliance Review,Compliance,Audit Evidence,Compliance Register,19825.08,22857.56,-3032.48,Approved,Not Applicable,Within SLA,Low,Evidence missing,P1 - Immediate,Noura Ahmed,Upload audit evidence,Closed,29,0,0,0,0,1,0
OPS000388,2026-06-04,Access Management,IT Operations,Access Request,Endpoint Manager,10439.31,11334.06,-894.75,Approved,Current,Breached,Medium,SLA breach,P1 - Immediate,Mohamed Rafi,Escalate service owner,In Progress,29,0,0,0,1,1,10439.31
OPS000389,2026-05-04,Vendor Management,Procurement,Purchase Order,Vendor Portal,98135.1,102598.78,-4463.68,Pending,Current,At Risk,Medium,Vendor document expired,P1 - Immediate,Omar Ali,Request vendor document refresh,Open,15,1,0,0,0,1,98135.1
OPS000390,2026-05-27,Infrastructure,IT Operations,Access Request,Endpoint Manager,11841.26,12102.18,-260.92,Pending,Not Applicable,Breached,Low,Device delivery delay,P3 - Standard,Grace Thomas,Expedite asset provisioning,In Progress,6,1,0,0,1,0,11841.26
OPS000391,2026-06-15,Treasury,Finance,Invoice Processing,D365 F&O,98501.45,117574.36,-19072.91,Pending,Overdue,Within SLA,Medium,Overdue invoice,P1 - Immediate,Priya Nair,Prioritize vendor payment,Open,9,1,1,0,0,1,98501.45
OPS000392,2026-06-24,Compensation,Payroll,WPS File Submission,Payroll Engine,29364.01,31967.62,-2603.61,Approved,Paid,Within SLA,Low,Bank file rejection,P3 - Standard,Grace Thomas,Resubmit bank file,In Progress,0,0,0,0,0,0,29364.01
OPS000393,2026-03-17,IT Service Desk,IT Operations,Incident Resolution,Endpoint Manager,520.66,533.16,-12.5,Rejected,Not Applicable,Breached,High,SLA breach,P1 - Immediate,Bilal Hussain,Escalate service owner,In Progress,27,0,0,0,1,1,520.66
OPS000394,2026-04-14,Vendor Management,Procurement,Vendor Onboarding,D365 F&O,80342.29,79332.85,1009.44,Approved,Not Applicable,Breached,Medium,Vendor document expired,P1 - Immediate,Sara Rahman,Request vendor document refresh,Open,9,0,0,0,1,1,80342.29
OPS000395,2026-01-19,Employee Relations,HR,Employee Onboarding,HRMS,22179.77,23580.88,-1401.11,Rejected,Not Applicable,Within SLA,Medium,Approval pending,P1 - Immediate,Grace Thomas,Send approval reminder,Closed,29,0,0,0,0,1,0
OPS000396,2026-04-27,Purchase Control,Procurement,Vendor Onboarding,D365 F&O,47703.98,41162.36,6541.62,Pending,Not Applicable,Within SLA,Medium,PO approval delay,P1 - Immediate,Bilal Hussain,Escalate PO approval,Open,32,1,0,0,0,1,47703.98
OPS000397,2026-01-10,Employee Relations,HR,Contract Renewal,Service Desk,3272.53,3248.36,24.17,Pending,Not Applicable,At Risk,High,Delayed onboarding,P1 - Immediate,Omar Ali,Escalate onboarding owner,In Progress,17,1,0,0,0,1,3272.53
OPS000398,2026-06-06,Accounts Payable,Finance,Invoice Processing,ERP Finance,89648.12,110285.61,-20637.49,Pending,Current,At Risk,Low,Payment approval delay,P1 - Immediate,Aisha Khan,Escalate finance approval,Closed,3,1,0,0,0,1,0
OPS000399,2026-05-12,General Ledger,Finance,Month-End Closing,Bank Portal,51969.39,63937.45,-11968.06,Pending,Not Applicable,Within SLA,High,Budget overrun,P1 - Immediate,Noura Ahmed,Review budget exception,In Progress,19,1,0,0,0,1,51969.39
OPS000400,2026-05-02,Employee Relations,HR,Employee Onboarding,Service Desk,16579.84,15198.76,1381.08,Pending,Not Applicable,Within SLA,Low,Missing employee document,P3 - Standard,Noura Ahmed,Collect missing document,Closed,4,1,0,0,0,0,0
OPS000401,2026-06-07,Compensation,Payroll,WPS File Submission,WPS Bank Portal,64314.33,65649.77,-1335.44,Pending,Overdue,At Risk,Low,Payroll variance,P2 - Same Week,Mohamed Rafi,Validate payroll variance,Open,11,1,1,0,0,0,64314.33
OPS000402,2026-05-16,Accounts Payable,Finance,Payment Approval,D365 F&O,72476.43,84135.13,-11658.7,Pending,Overdue,Within SLA,High,Overdue invoice,P1 - Immediate,Bilal Hussain,Prioritize vendor payment,Open,28,1,1,0,0,1,72476.43
OPS000403,2026-03-09,People Operations,HR,Employee Onboarding,HRMS,10269.25,9453.33,815.92,Pending,Overdue,Within SLA,Low,Delayed onboarding,P1 - Immediate,Sara Rahman,Escalate onboarding owner,In Progress,24,1,1,0,0,1,10269.25
OPS000404,2026-04-22,Accounts Payable,Finance,Payment Approval,ERP Finance,82222.98,101206.73,-18983.75,Pending,Not Applicable,Breached,Medium,Budget overrun,P1 - Immediate,Noura Ahmed,Review budget exception,In Progress,27,1,0,0,1,1,82222.98
OPS000405,2026-03-10,Accounts Payable,Finance,Payment Approval,Bank Portal,48460.57,55079.1,-6618.53,Pending,Overdue,Within SLA,Low,Payment approval delay,P1 - Immediate,Sara Rahman,Escalate finance approval,In Progress,21,1,1,0,0,1,48460.57
OPS000406,2026-01-03,Treasury,Finance,Invoice Processing,D365 F&O,50821.73,51463.72,-641.99,Pending,Overdue,At Risk,Medium,Overdue invoice,P2 - Same Week,Mohamed Rafi,Prioritize vendor payment,Open,2,1,1,0,0,0,50821.73
OPS000407,2026-06-13,Compliance Review,Compliance,Audit Evidence,GRC Tool,21482.8,18302.55,3180.25,Approved,Paid,Within SLA,High,Control gap,P1 - Immediate,Priya Nair,Create remediation plan,Open,7,0,0,0,0,1,21482.8
OPS000408,2026-01-20,Purchase Control,Procurement,Vendor Onboarding,Vendor Portal,83836.03,90860.62,-7024.59,Pending,Not Applicable,At Risk,Low,PO approval delay,P1 - Immediate,Bilal Hussain,Escalate PO approval,In Progress,3,1,0,0,0,1,83836.03
OPS000409,2026-03-08,Internal Control,Compliance,Policy Attestation,SharePoint,12547.18,14698.2,-2151.02,Approved,Not Applicable,Within SLA,Medium,Control gap,P1 - Immediate,Priya Nair,Create remediation plan,In Progress,27,0,0,0,0,1,12547.18
OPS000410,2026-01-27,Procurement Operations,Procurement,Purchase Order,ERP Procurement,87986.56,100183.13,-12196.57,Approved,Current,At Risk,Low,Price variance,P1 - Immediate,Noura Ahmed,Review procurement variance,In Progress,2,0,0,0,0,1,87986.56
OPS000411,2026-03-26,Compensation,Payroll,Salary Adjustment,D365 F&O,61608.45,64947.51,-3339.06,Approved,Current,At Risk,Medium,Bank file rejection,P2 - Same Week,Aisha Khan,Resubmit bank file,In Progress,4,0,0,1,0,0,61608.45
OPS000412,2026-06-26,General Ledger,Finance,Invoice Processing,Bank Portal,112367.46,104440.97,7926.49,Pending,Current,At Risk,High,Payment approval delay,P1 - Immediate,Bilal Hussain,Escalate finance approval,In Progress,5,1,0,0,0,1,112367.46
OPS000413,2026-04-28,Recruitment,HR,Leave Approval,HRMS,14084.65,16718.55,-2633.9,Approved,Not Applicable,Within SLA,Low,Missing employee document,P1 - Immediate,Priya Nair,Collect missing document,In Progress,22,0,0,0,0,1,14084.65
OPS000414,2026-02-05,IT Service Desk,IT Operations,Access Request,ITSM,24911.4,22305.52,2605.88,Approved,Overdue,At Risk,Low,Device delivery delay,P1 - Immediate,Aisha Khan,Expedite asset provisioning,Closed,28,0,1,0,0,1,0
OPS000415,2026-01-15,Recruitment,HR,Leave Approval,HRMS,3395.58,3812.7,-417.12,Approved,Current,At Risk,Medium,Delayed onboarding,P2 - Same Week,Mohamed Rafi,Escalate onboarding owner,In Progress,9,0,0,0,0,0,3395.58
OPS000416,2026-01-10,Audit Support,Compliance,Policy Attestation,SharePoint,967.04,1124.54,-157.5,Approved,Not Applicable,At Risk,Low,Policy attestation overdue,P3 - Standard,Omar Ali,Send compliance reminder,Closed,3,0,0,0,0,0,0
OPS000417,2026-02-13,Treasury,Finance,Invoice Processing,D365 F&O,60914.36,70026.39,-9112.03,Pending,Overdue,Within SLA,Medium,Overdue invoice,P1 - Immediate,Sara Rahman,Prioritize vendor payment,Closed,25,1,1,0,0,1,0
OPS000418,2026-02-24,Accounts Payable,Finance,Month-End Closing,D365 F&O,9928.57,8806.11,1122.46,Pending,Not Applicable,Within SLA,Low,Budget overrun,P2 - Same Week,Aisha Khan,Review budget exception,Closed,15,1,0,0,0,0,0
OPS000419,2026-06-11,Employee Relations,HR,Contract Renewal,HRMS,22050.86,18352.69,3698.17,Approved,Paid,At Risk,Medium,Missing employee document,P2 - Same Week,Priya Nair,Collect missing document,In Progress,18,0,0,0,0,0,22050.86
OPS000420,2026-02-22,Procurement Operations,Procurement,Contract Approval,Vendor Portal,55424.25,48198.42,7225.83,Approved,Overdue,Within SLA,Medium,Price variance,P2 - Same Week,Noura Ahmed,Review procurement variance,In Progress,5,0,1,0,0,0,55424.25
OPS000421,2026-01-02,Treasury,Finance,Invoice Processing,D365 F&O,118425.91,146658.14,-28232.23,Pending,Overdue,Breached,High,Overdue invoice,P1 - Immediate,Noura Ahmed,Prioritize vendor payment,In Progress,29,1,1,0,1,1,118425.91
OPS000422,2026-01-29,People Operations,HR,Leave Approval,D365 HR,4819.93,5147.96,-328.03,Approved,Current,Within SLA,Low,Delayed onboarding,P1 - Immediate,Priya Nair,Escalate onboarding owner,In Progress,21,0,0,0,0,1,4819.93
OPS000423,2026-01-14,Employee Relations,HR,Employee Onboarding,HRMS,12384.0,10482.14,1901.86,Pending,Overdue,Within SLA,Low,Missing employee document,P2 - Same Week,Bilal Hussain,Collect missing document,In Progress,12,1,1,0,0,0,12384.0
OPS000424,2026-01-29,Compensation,Payroll,Monthly Payroll,D365 F&O,64019.83,68755.84,-4736.01,Approved,Not Applicable,Within SLA,Low,Payroll variance,P1 - Immediate,Priya Nair,Validate payroll variance,Open,27,0,0,0,0,1,64019.83
OPS000425,2026-04-06,Payroll Operations,Payroll,WPS File Submission,Payroll Engine,55561.69,60846.23,-5284.54,Approved,Not Applicable,At Risk,Low,Payroll variance,P2 - Same Week,Priya Nair,Validate payroll variance,Open,8,0,0,0,0,0,55561.69
OPS000426,2026-02-13,General Ledger,Finance,Invoice Processing,ERP Finance,20922.6,24004.14,-3081.54,Pending,Paid,Within SLA,Medium,Payment approval delay,P2 - Same Week,Priya Nair,Escalate finance approval,Open,14,1,0,0,0,0,20922.6
OPS000427,2026-02-25,Access Management,IT Operations,Incident Resolution,Azure AD,855.34,830.74,24.6,Pending,Not Applicable,Within SLA,Low,Access approval pending,P3 - Standard,Aisha Khan,Approve or reject access request,Closed,9,1,0,0,0,0,0
OPS000428,2026-01-12,Accounts Payable,Finance,Payment Approval,Bank Portal,6450.42,6550.79,-100.37,Pending,Overdue,At Risk,Low,Payment approval delay,P2 - Same Week,Aisha Khan,Escalate finance approval,Open,15,1,1,0,0,0,6450.42
OPS000429,2026-04-15,Procurement Operations,Procurement,Purchase Order,Vendor Portal,30589.83,38221.25,-7631.42,Pending,Overdue,Within SLA,Low,PO approval delay,P2 - Same Week,Priya Nair,Escalate PO approval,Closed,1,1,1,0,0,0,0
OPS000430,2026-06-30,Infrastructure,IT Operations,Access Request,Azure AD,11875.25,12508.92,-633.67,Pending,Not Applicable,Breached,Low,Device delivery delay,P3 - Standard,Noura Ahmed,Expedite asset provisioning,Open,2,1,0,0,1,0,11875.25
OPS000431,2026-06-06,Purchase Control,Procurement,Contract Approval,ERP Procurement,12012.69,14300.19,-2287.5,Pending,Not Applicable,Breached,Medium,Price variance,P2 - Same Week,Bilal Hussain,Review procurement variance,Open,3,1,0,0,1,0,12012.69
OPS000432,2026-01-11,General Ledger,Finance,Payment Approval,D365 F&O,68157.88,53401.9,14755.98,Pending,Not Applicable,Breached,Low,Payment approval delay,P2 - Same Week,Mohamed Rafi,Escalate finance approval,In Progress,7,1,0,0,1,0,68157.88
OPS000433,2026-02-27,Infrastructure,IT Operations,Incident Resolution,Azure AD,17165.56,15635.39,1530.17,Approved,Not Applicable,Within SLA,Medium,Device delivery delay,P2 - Same Week,Noura Ahmed,Expedite asset provisioning,In Progress,7,0,0,0,0,0,17165.56
OPS000434,2026-04-05,Treasury,Finance,Month-End Closing,D365 F&O,107298.63,105038.61,2260.02,Pending,Overdue,Within SLA,Medium,Overdue invoice,P1 - Immediate,Sara Rahman,Prioritize vendor payment,Open,6,1,1,0,0,1,107298.63
OPS000435,2026-02-22,Treasury,Finance,Month-End Closing,D365 F&O,51443.06,56134.75,-4691.69,Pending,Current,Within SLA,Medium,Budget overrun,P2 - Same Week,Omar Ali,Review budget exception,Open,1,1,0,0,0,0,51443.06
OPS000436,2026-03-01,Employee Relations,HR,Leave Approval,D365 HR,14678.26,15592.78,-914.52,Pending,Current,At Risk,Medium,Delayed onboarding,P1 - Immediate,Noura Ahmed,Escalate onboarding owner,In Progress,35,1,0,0,0,1,14678.26
